"exercise_wk1","exercise_wk2","exercise_wk3","exercise_wk4","exercise_wk5","exercise_wk6","exercise_wk7","exercise_wk8","exercise_wk9","exercise_wk10","exercise_wk11","exercise_wk12","exercise_wk13","exercise_wk14","exercise_wk15","happy_wk1","happy_wk2","happy_wk3","happy_wk4","happy_wk5","happy_wk6","happy_wk7","happy_wk8","happy_wk9","happy_wk10","happy_wk11","happy_wk12","happy_wk13","happy_wk14","happy_wk15","stressed_wk1","stressed_wk2","stressed_wk3","stressed_wk4","stressed_wk5","stressed_wk6","stressed_wk7","stressed_wk8","stressed_wk9","stressed_wk10","stressed_wk11","stressed_wk12","stressed_wk13","stressed_wk14","stressed_wk15","anxious_wk1","anxious_wk2","anxious_wk3","anxious_wk4","anxious_wk5","anxious_wk6","anxious_wk7","anxious_wk8","anxious_wk9","anxious_wk10","anxious_wk11","anxious_wk12","anxious_wk13","anxious_wk14","anxious_wk15","sex","age","academicclass","ethnicity","ethnicity_dummy","perceivedSES","mother_educationlevel","father_educationlevel","SES","bfi_e","bfi_a","bfi_c","bfi_n","bfi_o","bfi_1","bfi_2","bfi_3","bfi_4","bfi_5","bfi_6","bfi_7","bfi_8","bfi_9","bfi_10","bfi_11","bfi_12","bfi_13","bfi_14","bfi_15","bfi_16","bfi_17","bfi_18","bfi_19","bfi_20","bfi_21","bfi_22","bfi_23","bfi_24","bfi_25","bfi_26","bfi_27","bfi_28","bfi_29","bfi_30","bfi_31","bfi_32","bfi_33","bfi_34","bfi_35","bfi_36","bfi_37","bfi_38","bfi_39","bfi_40","bfi_41","bfi_42","bfi_43","bfi_44","cohort1","cohort2"
3,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,,2,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,1,18,1,"4",1,5,6,6,1.25739112583621,3.125,3.88888888888889,3.55555555555556,2.125,3.4,4,2,4,1,4,3,4,4,4,4,4,1,4,3,3,4,4,2,2,3,3,4,3,4,4,2,3,4,3,4,4,4,3,4,4,3,2,4,2,3,2,3,2,3,0,1
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,18,1,"1",0,2,3,3,-1.21316156618101,2.25,2.77777777777778,3.66666666666667,2.375,2.5,2,3,4,3,2,5,3,4,4,4,3,3,4,3,3,3,4,1,2,2,5,4,4,4,3,4,5,4,2,3,4,3,4,4,4,2,4,4,3,3,4,2,2,1,0,1
2,1,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,2,3,3,,,4,4,4,4,,2,,,,,4,3,3,,,4,3,3,4,,3,,,,,1,18,1,"2",0,3,5,7,0.544594010808635,2.375,3.44444444444444,3.77777777777778,3.625,4.2,2,4,4,2,4,4,4,2,2,4,3,2,4,4,4,3,3,2,4,4,4,3,3,2,4,3,3,4,4,5,4,4,4,3,3,2,2,4,4,4,1,4,3,5,0,1
5,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,4,,,,,3,,,,,,,2,,,3,,,,,1,18,1,"2",0,4,5,6,0.662428862159731,3.75,4.33333333333333,3.55555555555556,3.125,4.2,4,2,4,4,5,2,5,4,2,4,4,2,5,2,5,4,5,1,2,5,3,5,4,3,4,4,2,4,4,4,4,5,5,4,4,5,3,4,4,5,2,4,5,4,0,1
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,0,18,1,"2",0,3,5,7,0.544594010808635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
3,4,3,3,3,,,,3,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,,,,4,,,,,,,2,3,2,2,2,,,,3,,,,,,,1,18,1,"3",0,3,2,1,-1.5724541271553,3.375,4.33333333333333,3.33333333333333,2.5,3.2,2,1,4,1,4,1,4,4,4,4,3,1,4,2,4,4,5,1,2,2,2,4,2,2,2,3,2,2,4,4,4,4,4,4,4,4,2,3,3,3,2,4,4,3,0,1
2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,5,,,,,,,,,,,3,,3,,4,,,,,,,,,,,1,21,4,"3",0,2,2,1,-1.91884427883566,3.625,4.55555555555556,3.33333333333333,3.375,3.6,5,1,2,2,4,2,5,3,3,4,4,2,5,3,4,3,5,3,4,4,2,4,3,2,4,3,2,4,3,4,4,5,4,2,3,4,2,4,4,3,3,5,4,3,0,1
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,,,,,,,,,,,,,4,1,3,,,,,,,,,,,,1,20,3,"3,4",0,3,4,4,-0.389644002175272,2.125,3.88888888888889,4.66666666666667,3.75,3.4,2,3,5,4,5,5,5,2,2,4,2,1,5,5,3,3,3,1,4,3,4,4,1,2,4,2,4,5,4,3,4,5,5,5,5,3,2,5,4,3,2,4,3,4,0,1
,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,3,4,3,,,,,,,,,,,,1,18,1,"3",0,2,2,2,-1.6902889785064,3.25,3.33333333333333,3.44444444444444,3.25,2.6,4,3,4,1,2,3,4,4,2,4,3,3,4,4,4,4,1,1,4,2,3,4,4,4,2,3,3,4,4,3,4,4,3,2,4,4,2,4,3,4,4,4,3,1,0,1
0,1,2,2,,0,,1,0,,0,0,0,0,1,,,,,,,,,,,,,,,,3,3,3,3,,3,,2,3,,3,2,2,4,4,4,1,2,2,,2,,1,2,,3,1,1,1,3,1,17,1,"3",0,2,4,2,-1.19314475451415,2.625,4.11111111111111,4.33333333333333,2.5,2.7,2,2,5,1,4,4,4,1,3,4,4,1,5,3,5,2,2,1,4,1,4,5,1,4,2,3,2,4,3,2,4,5,4,4,2,4,1,5,2,3,5,3,5,1,0,1
0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,3,,,,,,,,,2,2,1,,,,1,,,,,,,,,1,21,4,"3",0,3,6,4,0.107500221816975,3.25,4.11111111111111,3.11111111111111,3.5,3.3,5,4,5,3,4,3,4,4,4,4,3,3,5,4,4,4,4,4,5,4,2,5,4,2,2,1,1,3,4,4,4,4,5,4,3,4,1,2,4,5,5,5,4,2,0,1
4,,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,5,2,,,,,,,,3,,4,,,,5,3,,,,,,,,1,19,2,"4",1,4,4,5,0.185301449834347,2.375,3.77777777777778,3.66666666666667,3.25,2.8,2,3,4,3,2,4,3,2,2,3,3,1,5,4,4,2,5,1,4,4,4,4,2,4,3,2,4,4,3,3,4,4,3,4,4,4,2,2,4,4,5,4,4,2,0,1
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,1,21,4,"4",1,4,5,6,0.662428862159731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,1,18,1,"3",0,3,4,3,-0.618199302504533,2.375,4.11111111111111,3.66666666666667,3.125,3.4,2,2,4,2,3,4,4,2,4,5,3,1,4,3,4,3,5,3,4,3,4,4,2,2,3,2,4,5,4,5,4,4,4,4,5,3,1,3,4,4,2,4,4,2,0,1
0,,,,,0,,0,,1,,1,,1,,,,,,,,,,,,,,,,,4,,,,,2,,2,,5,,2,,1,,4,,,,,3,,3,,4,,2,,1,,1,18,1,"4",1,5,6,6,1.25739112583621,3.25,3.77777777777778,2.22222222222222,4.75,2.9,5,4,4,4,2,2,5,5,1,4,4,2,4,5,2,4,2,4,5,2,4,5,5,1,2,1,1,1,5,4,4,4,4,2,2,4,4,2,5,3,4,5,5,4,0,1
4,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,4,,,,,,,,,,3,4,,,,3,,,,,,,,,,1,18,1,"4",1,3,4,4,-0.389644002175272,2.875,4.11111111111111,2.66666666666667,3.875,3,4,4,2,2,2,4,4,3,2,4,4,1,5,4,4,3,5,4,4,4,4,4,3,2,4,2,2,3,4,2,4,5,2,2,4,4,2,3,5,4,4,4,5,2,0,1
4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,19,1,"4",1,3,5,5,0.0874834101501129,2.625,3.77777777777778,3.44444444444444,3,3.1,3,3,4,2,3,4,4,3,4,4,3,3,4,3,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,3,4,3,2,4,4,3,3,4,4,3,0,1
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,1,18,1,"1",0,3,5,6,0.316038710479374,3.625,3.88888888888889,3.88888888888889,2.375,4.7,4,2,4,1,5,4,5,4,5,5,4,1,5,4,5,5,5,3,1,5,3,5,1,4,4,5,5,5,4,5,4,5,4,4,3,4,4,5,4,5,1,3,4,5,0,1
,4,4,5,,5,4,5,4,4,4,4,4,2,1,,,,,,,,,,,,,,,,,2,2,3,,4,3,3,2,2,1,2,3,2,3,,3,2,1,,1,2,1,1,1,1,2,1,2,2,0,20,3,"2,4",0,1,3,5,-1.10244111720285,2.5,3,3.11111111111111,2,3.1,2,4,4,1,3,5,4,4,5,4,4,1,2,3,2,2,4,2,2,4,4,3,4,5,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,3,3,1,4,2,0,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,3,5,4,5,5,4,4,5,4,4,4,3,3,,1,3,3,2,4,4,4,4,4,2,3,3,2,1,,1,19,2,"2,4",0,2,5,5,-0.258906741530244,3.5,4.44444444444444,3.66666666666667,3,2.5,4,2,5,2,3,2,5,4,2,3,3,1,5,3,2,4,5,2,4,2,3,3,3,3,2,4,2,4,3,4,4,5,4,4,4,4,2,4,3,3,4,5,4,2,0,1
0,0,1,0,,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,1,1,1,2,,3,3,2,3,4,1,2,2,1,,2,1,1,2,,4,3,4,3,4,1,2,2,1,,1,18,1,"1,4",0,4,5,5,0.43387356183047,3.5,3.33333333333333,4.11111111111111,2.125,3.7,4,4,5,1,4,3,3,4,4,5,4,2,5,3,4,4,4,1,2,4,3,5,3,4,3,4,2,4,2,5,4,4,5,4,4,4,4,5,3,4,2,2,3,2,0,1
,3,4,5,4,3,,4,,6,3,2,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,,3,,3,4,3,,,,,2,2,2,2,2,,3,,2,3,2,,,,1,18,1,"4",1,3,5,4,-0.141071890179148,2,3.44444444444444,4,3.125,2.7,1,2,5,4,2,4,4,3,4,3,2,2,5,4,4,2,4,2,3,3,4,5,3,4,2,3,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,2,2,2,0,1
,0,2,2,0,3,0,2,2,2,0,,0,3,,,,,,,,,,,,,,,,,,5,2,3,2,4,4,5,4,5,3,,2,2,,,1,4,2,3,4,4,2,4,5,2,,1,1,,1,18,1,"4",1,2,3,3,-1.21316156618101,3.25,3.66666666666667,2.88888888888889,4,3.3,5,2,4,3,2,3,4,4,1,5,2,4,4,4,4,4,2,2,4,4,4,2,4,2,2,4,1,2,4,4,4,5,3,2,4,4,1,4,4,4,4,4,5,4,0,1
0,1,1,,,0,0,0,0,0,4,1,1,0,0,,,,,,,,,,,,,,,,3,3,3,,,4,3,2,4,3,3,4,5,2,4,2,2,4,,,4,3,2,4,2,2,3,3,1,3,1,19,2,"2",0,3,3,3,-0.866771414500656,2.25,4.44444444444444,2.22222222222222,4.125,3,4,2,2,5,4,4,5,4,2,2,1,1,4,4,3,4,4,4,5,2,4,5,5,1,2,1,2,2,4,4,5,5,4,4,4,3,2,2,4,3,2,4,5,4,0,1
3,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,2,,5,,,,,,4,,,,,,3,2,,4,,,,,,4,,,,,,1,18,1,"2",0,3,5,5,0.0874834101501129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,19,1,"4",1,3,5,5,0.0874834101501129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,19,2,"4",1,2,5,4,-0.487462041859506,3.375,2.66666666666667,3.44444444444444,4.625,4.4,4,5,5,5,4,4,2,4,1,5,2,2,4,4,5,1,1,4,5,4,1,5,1,1,5,5,4,5,4,5,2,4,2,1,4,4,2,5,4,5,2,1,5,5,0,1
,0,0,,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,3,5,,,,4,3,4,4,5,,3,,,,3,5,,,,4,3,5,3,5,,5,,,1,18,1,"4",1,1,3,3,-1.55955171786137,1.875,4.88888888888889,4.66666666666667,3.75,4.7,2,1,5,4,5,5,5,1,1,5,2,1,5,1,5,4,5,1,5,5,5,4,2,1,4,1,1,4,3,5,5,5,5,4,3,3,1,4,5,5,1,5,1,5,0,1
5,,3,0,0,0,0,0,0,,2,0,0,0,,,,,,,,,,,,,,,,,5,,5,5,2,3,3,3,3,,2,4,3,3,,5,,5,5,5,4,4,3,3,,2,3,3,3,,1,18,1,"3",0,2,2,4,-1.23317837784788,4.375,4.33333333333333,3.66666666666667,3,4.8,5,2,5,1,5,2,5,3,2,4,5,2,5,4,5,5,5,4,4,5,2,5,4,4,5,5,2,5,4,5,4,5,4,5,2,5,4,5,4,5,1,5,4,5,0,1
0,0,,1,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,3,3,,2,,3,4,4,3,5,,,4,5,,1,2,,2,,2,2,4,3,3,,,5,4,,1,19,2,"2",0,3,2,2,-1.34389882682604,2.375,3.88888888888889,4.11111111111111,3.125,4.4,2,3,5,4,5,4,4,3,4,5,3,3,4,4,4,2,4,1,3,5,4,4,3,4,4,3,2,4,4,5,4,5,4,4,4,3,2,5,4,5,2,4,2,5,0,1
,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,5,5,,,,,,,,,,,1,18,1,"2",0,2,3,3,-1.21316156618101,3.625,4.33333333333333,3.88888888888889,3.625,3.9,4,2,5,4,4,4,5,3,4,5,5,5,5,4,5,5,5,2,5,5,4,5,4,2,5,4,2,4,4,4,4,5,5,4,4,5,1,5,4,5,4,5,4,2,0,1
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,0,19,1,"2,4",0,4,5,5,0.43387356183047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,1,"4",1,2,5,5,-0.258906741530244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
5,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,3,,,2,,,2,,,,,,,,,3,,,0,18,1,"3",0,3,5,5,0.0874834101501129,3.5,4.66666666666667,4,1.875,4,4,2,4,1,5,3,5,1,5,3,4,1,4,2,5,4,4,4,3,4,3,5,2,5,5,4,1,5,3,4,4,5,5,4,2,4,1,2,2,5,4,4,1,3,0,1
2,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,4,4,,,,,,4,,,,,,,5,1,3,,,,,,4,,,,,,,1,23,4,"2",0,3,5,4,-0.141071890179148,3.625,3.22222222222222,3.22222222222222,3.75,3.7,4,4,4,5,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,2,2,3,2,3,4,4,4,4,4,3,4,4,3,2,4,3,4,3,4,4,4,4,4,0,1
0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,3,2,,,3,,,,,,,,,4,,3,3,,,3,,,,,,,,,1,21,2,"1",0,2,5,5,-0.258906741530244,3.25,4.11111111111111,3,3.625,4.6,4,2,4,3,5,3,5,5,2,5,2,2,4,4,3,3,5,5,5,5,3,4,3,2,4,4,4,3,3,5,3,4,5,4,1,4,1,4,4,5,1,4,4,4,0,1
,,,,,,,2,1,1,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,4,3,3,4,,,,,,,,4,2,4,4,3,2,1,3,0,19,1,"4",1,2,6,6,0.21822067079514,2.375,3.77777777777778,3.77777777777778,3.75,3.2,2,5,5,5,4,4,4,4,2,2,3,2,5,3,4,4,5,2,4,4,4,4,4,2,4,2,1,5,4,4,4,4,5,4,5,2,3,4,4,4,2,4,4,1,0,1
,0,0,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,5,5,3,3,4,4,4,4,4,4,3,3,3,4,,4,4,3,2,4,4,3,4,3,4,3,3,3,4,1,18,1,"3,4",0,2,4,3,-0.96458945418489,1.875,4.11111111111111,3.77777777777778,4.25,4.2,3,2,4,4,5,5,5,3,1,4,2,1,4,4,5,3,5,1,5,4,4,3,2,3,3,1,4,4,4,5,5,5,4,2,4,2,2,4,5,4,1,4,4,5,0,1
,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,,5,5,3,,,,,,,,5,5,4,5,,5,5,3,,,,,,,0,19,1,"4",1,2,4,4,-0.736034153855629,2,3.11111111111111,2.88888888888889,4.125,5,2,4,4,5,5,5,3,4,2,5,3,1,2,3,5,4,4,1,5,5,5,3,4,2,5,2,4,4,4,5,5,3,3,2,1,2,3,2,4,5,1,3,4,5,0,1
0,0,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,3,3,,,,2,,,,,3,3,4,5,4,3,4,,,,4,,,,,2,3,5,5,3,1,18,1,"2",0,3,5,5,0.0874834101501129,3.5,3.77777777777778,3.66666666666667,3.375,4,5,3,5,2,3,3,4,4,3,5,4,4,5,4,5,4,4,2,4,5,3,5,4,3,3,3,2,4,4,4,4,5,5,3,4,4,4,4,4,5,1,5,4,3,0,1
,3,,3,,4,,,3,3,,,,0,,,,,,,,,,,,,,,,,,3,,4,,3,,,4,3,,,,4,,,2,,1,,3,,,2,1,,,,3,,1,18,1,"3,4",0,3,3,3,-0.866771414500656,3,4.11111111111111,3.66666666666667,3,3.1,4,2,4,1,3,3,4,4,2,3,3,1,5,3,3,3,4,2,3,3,4,5,2,4,3,4,3,4,4,3,4,5,4,3,3,3,3,3,4,4,2,4,3,2,0,1
,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,3,3,,,,,,,,,,,,0,18,1,"3",0,2,3,3,-1.21316156618101,2.75,3.22222222222222,3.66666666666667,2.75,3.6,2,4,4,4,3,4,3,3,4,4,3,1,4,3,4,3,3,2,3,4,4,4,2,3,4,4,4,4,2,3,3,4,4,3,3,3,3,3,2,4,3,3,3,4,0,1
4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,1,18,1,"2",0,4,6,5,0.682445673826594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
4,1,1,2,1,2,4,2,1,2,2,1,0,0,4,,,,,,,,,,,,,,,,2,2,1,3,5,4,2,2,3,2,3,4,3,2,2,3,3,4,3,4,3,3,5,3,3,3,2,4,5,2,1,21,4,"3,4",0,3,4,2,-0.846754602833794,1.875,3,2.77777777777778,3.625,3,2,4,4,4,2,5,3,4,3,2,2,1,3,4,5,1,1,1,3,4,4,2,4,2,2,2,3,4,4,2,4,4,2,3,4,3,3,1,4,5,2,4,4,2,0,1
,2,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,4,5,,,,,,,,,,,4,3,,5,5,,,,,,,,,,0,21,2,"4",1,5,5,5,0.780263713510828,3.625,3,3.44444444444444,3.875,3.5,5,5,5,5,3,4,3,3,3,5,4,2,4,5,4,4,5,4,4,3,3,3,3,2,3,4,4,5,5,5,3,4,4,4,4,4,4,3,3,3,3,3,4,4,0,1
4,,7,,7,,,,7,7,,,7,,,,,,,,,,,,,,,,,,4,,4,,5,,,,4,4,,,2,,,4,,3,,5,,,,4,5,,,2,,,1,18,1,"2",0,4,6,5,0.682445673826594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
,5,,,4,3,,0,,,,,3,,,,,,,,,,,,,,,,,,,5,,,5,5,,5,,,,,4,,,,4,,,4,3,,5,,,,,3,,,1,18,1,"4",1,3,4,5,-0.161088701846011,2,4.55555555555556,2.44444444444444,4.25,3.9,2,3,3,5,4,4,4,4,1,5,2,1,5,5,5,2,5,4,5,4,4,5,5,3,3,2,2,2,4,5,4,5,4,3,4,2,1,2,4,3,1,5,5,3,0,1
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,18,1,"3",0,2,3,3,-1.21316156618101,4.125,3.66666666666667,3.11111111111111,3.5,3.3,5,4,4,2,4,2,4,4,2,5,5,2,4,4,4,4,4,4,4,4,2,4,2,2,4,4,3,4,4,4,4,4,4,2,4,5,2,2,2,2,4,4,4,2,0,1
5,,2,,0,0,0,,,,0,,,1,,,,,,,,,,,,,,,,,2,,3,,2,2,,,,,2,,,2,,2,,3,,2,2,,,,,2,,,2,,0,18,1,"4",1,4,5,5,0.43387356183047,2.75,2.77777777777778,3,3.125,3.7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,4,5,5,3,5,4,4,5,5,4,4,5,5,4,5,5,5,3,4,4,4,5,5,3,4,3,0,1
,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,,4,,,3,,,,,,,,,,,1,20,4,"2",0,2,2,2,-1.6902889785064,2.875,3,3.55555555555556,4,3.7,3,4,5,3,4,4,4,4,2,5,3,4,5,4,4,3,3,4,5,4,4,4,4,2,4,4,3,5,4,5,4,3,5,2,4,4,4,4,4,4,5,4,4,4,0,1
4,4,4,4,2,2,2,,3,3,3,2,1,1,,,,,,,,,,,,,,,,,2,4,4,3,4,4,3,,3,4,5,3,2,2,,2,3,4,2,2,2,2,,1,3,3,2,1,1,,1,18,1,"3",0,4,5,5,0.43387356183047,3.375,4.44444444444444,4.11111111111111,2.875,3.2,3,4,5,1,3,2,5,2,4,3,5,1,5,3,2,5,5,3,4,4,4,4,2,2,3,2,1,5,3,4,4,5,5,3,4,4,2,4,3,3,2,5,4,4,0,1
,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,4,,,,,,,,,,,,3,3,,5,,,,,,,,,,,1,20,3,"4",1,3,3,4,-0.638216114171395,2.625,3.88888888888889,4.22222222222222,3.125,4.1,3,3,5,3,4,5,5,2,3,5,3,1,5,3,4,3,3,2,3,4,4,3,2,2,4,4,4,4,4,5,4,5,5,4,4,3,2,4,3,5,2,5,3,4,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,18,1,"4",1,4,7,5,0.931017785822717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,5,5,,,,,,,,,,1,,,4,5,5,,,,,,,,1,18,1,"2,4",0,3,5,5,0.0874834101501129,2.75,3.66666666666667,3.66666666666667,4,3.3,4,4,5,1,4,5,4,3,2,4,4,1,5,5,4,4,4,3,5,2,5,2,5,2,4,4,2,5,4,4,5,5,5,2,5,3,3,4,5,5,4,4,4,3,0,1
5,5,4,2,0,0,0,2,2,2,1,0,0,0,0,,,,,,,,,,,,,,,,3,3,1,4,5,4,2,4,3,2,3,4,2,2,4,2,1,1,3,5,3,3,5,2,2,3,5,1,2,4,1,20,2,"4",1,4,5,6,0.662428862159731,2.75,3.55555555555556,4.33333333333333,2.75,3.5,3,1,5,3,5,4,4,1,4,5,4,3,5,4,4,2,3,2,3,4,4,2,1,3,3,3,2,3,3,4,4,5,5,4,5,4,2,3,2,4,2,2,2,1,0,1
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,20,3,"4",1,5,6,5,1.02883582550695,4.25,4,3,2.375,3.5,5,4,4,3,4,2,4,4,4,5,3,2,4,3,3,4,4,4,4,4,2,4,4,4,4,4,1,4,2,5,1,5,3,5,4,5,2,4,2,3,5,4,4,4,0,1
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,19,2,"2",0,4,5,5,0.43387356183047,2.25,4.22222222222222,4.33333333333333,2.75,3.5,2,4,5,2,3,5,5,1,4,4,4,1,5,3,2,3,4,2,5,4,4,4,2,4,4,2,2,5,2,5,4,5,4,4,3,2,1,4,4,3,2,4,3,3,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,18,1,"1,4",0,4,6,5,0.682445673826594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,5,,,2,,,,,,,,,,,,4,,,1,20,2,"3",0,2,5,5,-0.258906741530244,3.875,4.11111111111111,3.22222222222222,4.625,4,4,1,5,4,3,1,5,3,2,4,3,1,5,5,3,5,3,4,5,5,3,5,4,1,3,4,4,3,5,5,3,5,3,2,1,4,4,5,5,3,1,5,5,4,0,1
,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,,1,18,1,"3",0,4,5,5,0.43387356183047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
0,2,3,,0,1,,1,2,2,,0,1,0,0,,,,,,,,,,,,,,,,3,3,2,,3,4,,2,3,3,,2,3,2,3,2,3,3,,3,4,,2,2,2,,2,2,2,3,1,18,1,"2,4",0,3,5,5,0.0874834101501129,3.25,3,2.88888888888889,2.75,2.6,5,5,4,2,2,3,3,4,5,3,3,2,4,2,2,4,3,4,4,3,3,3,4,2,2,2,3,3,3,4,4,4,4,5,4,4,3,3,5,3,3,3,4,2,0,1
,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,0,29,3,"4",1,1,4,5,-0.853869005206725,3.625,4.11111111111111,2.11111111111111,2.5,3.3,4,4,2,4,3,3,5,4,4,5,4,1,3,2,3,3,5,4,2,4,2,4,4,2,3,4,2,2,2,4,3,5,3,4,4,4,3,1,2,5,4,4,4,2,0,1
